変更区分,観察名称管理番号（コード）,検索大分類１,検索大分類２,検索大分類３,検索大分類４,検索大分類５,検索大分類６,検索大分類７,検索大分類８,高度専門看護別分類,観察名称,名称ふりがな,焦点,部位,位相,その他,評価基準,結果管理番号,表現タイプ,単位,結果１,結果２,結果３,結果４,結果５,結果６,結果７,結果８,結果９,結果１０,結果１１,結果１２,結果１３,結果１４,結果１５,結果１６,結果１７,結果１８,更新日付,移行先観察名称管理番号,観察名称２,単位コード,観察結果グループコード,採択区分,観察名称交換用コード
0,31004964,0,0,0,99,8,0,0,10,T00,皮膚亀裂（左手掌）,ひふきれつ（ひだりしゅしょう）,亀裂,手掌,左,,,31004964R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,皮膚亀裂（左手掌）,,R4003,,
0,31004965,0,0,0,99,8,0,0,10,T00,皮膚亀裂（手背）,ひふきれつ（しゅはい）,亀裂,手背,,,,31004965R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,皮膚亀裂（手背）,,R4003,,
0,31004966,0,0,0,99,8,0,0,10,T00,皮膚亀裂（右手背）,ひふきれつ（みぎしゅはい）,亀裂,手背,右,,,31004966R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,皮膚亀裂（右手背）,,R4003,,
0,31004967,0,0,0,99,8,0,0,10,T00,皮膚亀裂（左手背）,ひふきれつ（ひだりしゅはい）,亀裂,手背,左,,,31004967R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,皮膚亀裂（左手背）,,R4003,,
0,31004968,0,0,0,99,8,0,0,10,T00,皮膚亀裂（足趾）,ひふきれつ（そくし）,亀裂,足趾,,,,31004968R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,皮膚亀裂（足趾）,,R4003,,
0,31004969,0,0,0,99,8,0,0,10,T00,皮膚亀裂（右足趾）,ひふきれつ（みぎそくし）,亀裂,足趾,右,,,31004969R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,皮膚亀裂（右足趾）,,R4003,,
0,31004970,0,0,0,99,8,0,0,10,T00,皮膚亀裂（左足趾）,ひふきれつ（ひだりそくし）,亀裂,足趾,左,,,31004970R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,皮膚亀裂（左足趾）,,R4003,,
0,31004971,0,0,0,99,8,0,0,10,T00,皮膚亀裂（足底）,ひふきれつ（そくてい）,亀裂,足底,,,,31004971R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,皮膚亀裂（足底）,,R4003,,
0,31004972,0,0,0,99,8,0,0,10,T00,皮膚亀裂（右足底）,ひふきれつ（みぎそくてい）,亀裂,足底,右,,,31004972R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,皮膚亀裂（右足底）,,R4003,,
0,31004973,0,0,0,99,8,0,0,10,T00,皮膚亀裂（左足底）,ひふきれつ（ひだりそくてい）,亀裂,足底,左,,,31004973R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,皮膚亀裂（左足底）,,R4003,,
0,31004974,0,0,0,99,8,0,0,10,T00,皮膚亀裂（足背）,ひふきれつ（そくはい）,亀裂,足背,,,,31004974R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,皮膚亀裂（足背）,,R4003,,
0,31004975,0,0,0,99,8,0,0,10,T00,皮膚亀裂（右足背）,ひふきれつ（みぎそくはい）,亀裂,足背,右,,,31004975R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,皮膚亀裂（右足背）,,R4003,,
0,31004976,0,0,0,99,8,0,0,10,T00,皮膚亀裂（左足背）,ひふきれつ（ひだりそくはい）,亀裂,足背,左,,,31004976R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,皮膚亀裂（左足背）,,R4003,,
0,31004977,0,0,0,1,0,0,0,1,T00,疼痛（採皮部）,とうつう（さいひぶ）,疼痛,採皮部,,,,31004977R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,疼痛（採皮部）,,R4003,,
0,31004978,0,0,0,10,8,0,0,1,T00,発赤（採皮部）,ほっせき（さいひぶ）,発赤,採皮部,,,,31004978R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,発赤（採皮部）,,R4003,,
0,31004979,0,0,0,11,0,0,0,1,T00,腫脹（採皮部）,しゅちょう（さいひぶ）,腫脹,採皮部,,,,31004979R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,腫脹（採皮部）,,R4003,,
0,31004980,0,0,0,13,0,0,0,1,T00,熱感（採皮部）,ねっかん（さいひぶ）,熱感,採皮部,,,,31004980R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,熱感（採皮部）,,R4003,,
0,31004981,0,0,0,16,8,0,1,1,T00,掻痒感（採皮部）,そうようかん（さいひぶ）,掻痒感,採皮部,,,,31004981R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,掻痒感（採皮部）,,R4003,,
0,31004982,0,0,9,0,0,0,0,1,T00,浸出液（採皮部）,しんしゅつえき（さいひぶ）,浸出液,採皮部,,,,31004982R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,浸出液（採皮部）,,R4003,,
0,31004983,0,0,0,9,0,0,0,1,T00,浮腫（採皮部）,ふしゅ（さいひぶ）,浮腫,採皮部,,,,31004983R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,浮腫（採皮部）,,R4003,,
0,31004984,0,0,0,7,8,0,0,1,T00,出血（採皮部）,しゅっけつ（さいひぶ）,出血,採皮部,,,,31004984R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,出血（採皮部）,,R4003,,
0,31004985,0,0,0,11,0,0,0,1,T00,血腫（採皮部）,けっしゅ（さいひぶ）,血腫,採皮部,,,,31004985R,列挙型,,－,＋,,,,,,,,,,,,,,,,,20161209,,血腫（採皮部）,,R4001,,
0,31004986,0,0,0,0,8,0,2,1,T00,皮膚色（採皮部）,ひふしょく（さいひぶ）,皮膚色,採皮部,,,,31004986R,列挙型,,良,不良,ピンク,ホワイトピンク,蒼白,チアノーゼ,大理石模様,黄色,赤黄色,ブロンズ,,,,,,,,,20161209,,皮膚色（採皮部）,,R7041,,
0,31004987,0,0,0,1,0,0,0,1,T00,疼痛（皮弁部）,とうつう（ひべんぶ）,疼痛,皮弁部,,,,31004987R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,疼痛（皮弁部）,,R4003,,
0,31004988,0,0,0,10,8,0,0,1,T00,発赤（皮弁部）,ほっせき（ひべんぶ）,発赤,皮弁部,,,,31004988R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,発赤（皮弁部）,,R4003,,
0,31004989,0,0,0,11,0,0,0,1,T00,腫脹（皮弁部）,しゅちょう（ひべんぶ）,腫脹,皮弁部,,,,31004989R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,腫脹（皮弁部）,,R4003,,
0,31004990,0,0,0,13,0,0,0,1,T00,熱感（皮弁部）,ねっかん（ひべんぶ）,熱感,皮弁部,,,,31004990R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,熱感（皮弁部）,,R4003,,
0,31004991,0,0,0,16,8,0,1,1,T00,掻痒感（皮弁部）,そうようかん（ひべんぶ）,掻痒感,皮弁部,,,,31004991R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,掻痒感（皮弁部）,,R4003,,
0,31004992,0,0,9,0,0,0,0,1,T00,浸出液（皮弁部）,しんしゅつえき（ひべんぶ）,浸出液,皮弁部,,,,31004992R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,浸出液（皮弁部）,,R4003,,
0,31004993,0,0,0,9,0,0,0,1,T00,浮腫（皮弁部）,ふしゅ（ひべんぶ）,浮腫,皮弁部,,,,31004993R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,浮腫（皮弁部）,,R4003,,
0,31004994,0,0,0,7,8,0,0,1,T00,出血（皮弁部）,しゅっけつ（ひべんぶ）,出血,皮弁部,,,,31004994R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,出血（皮弁部）,,R4003,,
0,31004995,0,0,0,11,0,0,0,1,T00,血腫（皮弁部）,けっしゅ（ひべんぶ）,血腫,皮弁部,,,,31004995R,列挙型,,－,＋,,,,,,,,,,,,,,,,,20161209,,血腫（皮弁部）,,R4001,,
0,31004996,0,3,0,0,0,0,4,0,T00,末梢静脈挿入式中心静脈カテーテル挿入長,まっしょうじょうみゃくそうにゅうしきちゅうしんじょうみゃくかてーてるそうにゅうちょう,末梢静脈挿入中心静脈カテーテル挿入長,,,,,31004996R,数値型,cm,99999.9,,,,,,,,,,,,,,,,,,20161209,,末梢静脈挿入式中心静脈カテーテル挿入長,U004,,,
0,31004997,0,3,0,0,0,0,4,0,T00,末梢静脈挿入式中心静脈カテーテル挿入長,まっしょうじょうみゃくそうにゅうしきちゅうしんじょうみゃくかてーてるそうにゅうちょう,末梢静脈挿入中心静脈カテーテル挿入長,,,,,31004997R,文字型,,コメント,,,,,,,,,,,,,,,,,,20161209,,,,,,
0,31004998,0,0,0,99,8,0,0,0,T00,びらん（末梢静脈挿入式中心静脈カテーテル刺入部）,びらん（まっしょうじょうみゃくそうにゅうしきちゅうしんじょうみゃくかてーてるしにゅうぶ）,びらん,末梢静脈挿入中心静脈カテーテル刺入部,,,,31004998R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,びらん（末梢静脈挿入式中心静脈カテーテル刺入部）,,R4003,,
0,31004999,0,0,0,99,8,0,0,0,T00,びらん範囲（末梢静脈挿入式中心静脈カテーテル刺入部）,びらんはんい（まっしょうじょうみゃくそうにゅうしきちゅうしんじょうみゃくかてーてるしにゅうぶ）,びらん,末梢静脈挿入中心静脈カテーテル刺入部,,範囲,,31004999R,２数値型,縦cm:横cm,999.9,999.9,,,,,,,,,,,,,,,,,20161209,,びらん範囲（末梢静脈挿入式中心静脈カテーテル刺入部）,U041,,,
0,31005000,0,0,0,12,0,0,0,0,T00,硬結（末梢静脈挿入式中心静脈カテーテル刺入部）,こうけつ（まっしょうじょうみゃくそうにゅうしきちゅうしんじょうみゃくかてーてるしにゅうぶ）,硬結,末梢静脈挿入中心静脈カテーテル刺入部,,,,31005000R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,硬結（末梢静脈挿入式中心静脈カテーテル刺入部）,,R4003,,
0,31005001,0,0,0,11,0,0,0,0,T00,腫脹（末梢静脈挿入式中心静脈カテーテル刺入部）,しゅちょう（まっしょうじょうみゃくそうにゅうしきちゅうしんじょうみゃくかてーてるしにゅうぶ）,腫脹,末梢静脈挿入中心静脈カテーテル刺入部,,,,31005001R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,腫脹（末梢静脈挿入式中心静脈カテーテル刺入部）,,R4003,,
0,31005002,0,0,0,7,0,0,0,0,T00,出血（末梢静脈挿入式中心静脈カテーテル刺入部）,しゅっけつ（まっしょうじょうみゃくそうにゅうしきちゅうしんじょうみゃくかてーてるしにゅうぶ）,出血,末梢静脈挿入中心静脈カテーテル刺入部,,,,31005002R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,出血（末梢静脈挿入式中心静脈カテーテル刺入部）,,R4003,,
0,31005003,0,0,9,0,0,0,0,0,T00,浸出液（末梢静脈挿入式中心静脈カテーテル刺入部）,しんしゅつえき（まっしょうじょうみゃくそうにゅうしきちゅうしんじょうみゃくかてーてるしにゅうぶ）,浸出液,末梢静脈挿入中心静脈カテーテル刺入部,,,,31005003R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,浸出液（末梢静脈挿入式中心静脈カテーテル刺入部）,,R4003,,
0,31005004,0,0,0,16,8,0,0,0,T00,掻痒感（末梢静脈挿入式中心静脈カテーテル刺入部）,そうようかん（まっしょうじょうみゃくそうにゅうしきちゅうしんじょうみゃくかてーてるしにゅうぶ）,掻痒感,末梢静脈挿入中心静脈カテーテル刺入部,,,,31005004R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,掻痒感（末梢静脈挿入式中心静脈カテーテル刺入部）,,R4003,,
0,31005005,0,0,0,10,8,0,0,0,T00,発赤（末梢静脈挿入式中心静脈カテーテル刺入部）,ほっせき（まっしょうじょうみゃくそうにゅうしきちゅうしんじょうみゃくかてーてるしにゅうぶ）,発赤,末梢静脈挿入中心静脈カテーテル刺入部,,,,31005005R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,発赤（末梢静脈挿入式中心静脈カテーテル刺入部）,,R4003,,
0,31005006,0,0,0,99,8,0,0,0,T00,皮膚潰瘍（末梢静脈挿入式中心静脈カテーテル刺入部）,ひふかいよう（まっしょうじょうみゃくそうにゅうしきちゅうしんじょうみゃくかてーてるしにゅうぶ）,皮膚潰瘍,末梢静脈挿入中心静脈カテーテル刺入部,,,,31005006R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,皮膚潰瘍（末梢静脈挿入式中心静脈カテーテル刺入部）,,R4003,,
0,31005007,0,0,0,1,0,0,0,0,T00,疼痛（末梢静脈挿入式中心静脈カテーテル刺入部）,とうつう（まっしょうじょうみゃくそうにゅうしきちゅうしんじょうみゃくかてーてるしにゅうぶ）,疼痛,末梢静脈挿入中心静脈カテーテル刺入部,,,,31005007R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,疼痛（末梢静脈挿入式中心静脈カテーテル刺入部）,,R4003,,
0,31005008,0,0,0,0,0,0,4,0,T00,薬液漏れ（末梢静脈挿入式中心静脈カテーテル挿入部）,やくえきもれ（まっしょうじょうみゃくそうにゅうしきちゅうしんじょうみゃくかてーてるしにゅうぶ）,機器装着・作動状態,末梢静脈挿入中心静脈カテーテル刺入部,,,,31005008R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,薬液漏れ（末梢静脈挿入式中心静脈カテーテル挿入部）,,R4003,,
0,31005009,0,0,0,10,8,0,0,0,T00,発赤（末梢静脈挿入式中心静脈カテーテル刺入部周囲）,ほっせき（まっしょうじょうみゃくそうにゅうしきちゅうしんじょうみゃくかてーてるしにゅうぶしゅうい）,発赤,末梢静脈挿入中心静脈カテーテル刺入部,周囲,,,31005009R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,発赤（末梢静脈挿入式中心静脈カテーテル刺入部周囲）,,R4003,,
0,31005010,0,0,0,11,0,0,0,0,T00,腫脹（末梢静脈挿入式中心静脈カテーテル刺入部周囲）,しゅちょう（まっしょうじょうみゃくそうにゅうしきちゅうしんじょうみゃくかてーてるしにゅうぶしゅうい）,腫脹,末梢静脈挿入中心静脈カテーテル刺入部,周囲,,,31005010R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,腫脹（末梢静脈挿入式中心静脈カテーテル刺入部周囲）,,R4003,,
0,31005011,0,0,0,99,8,0,0,0,T00,びらん（末梢静脈挿入式中心静脈カテーテル刺入部周囲）,びらん（まっしょうじょうみゃくそうにゅうしきちゅうしんじょうみゃくかてーてるしにゅうぶしゅうい）,びらん,末梢静脈挿入中心静脈カテーテル刺入部,周囲,,,31005011R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,びらん（末梢静脈挿入式中心静脈カテーテル刺入部周囲）,,R4003,,
0,31005012,0,0,0,7,0,0,0,0,T00,出血（末梢静脈挿入式中心静脈カテーテル刺入部周囲）,しゅっけつ（まっしょうじょうみゃくそうにゅうしきちゅうしんじょうみゃくかてーてるしにゅうぶしゅうい）,出血,末梢静脈挿入中心静脈カテーテル刺入部,周囲,,,31005012R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,出血（末梢静脈挿入式中心静脈カテーテル刺入部周囲）,,R4003,,
0,31005013,0,0,9,0,0,0,0,0,T00,浸出液（末梢静脈挿入式中心静脈カテーテル刺入部周囲）,しんしゅつえき（まっしょうじょうみゃくそうにゅうしきちゅうしんじょうみゃくかてーてるしにゅうぶしゅうい）,浸出液,末梢静脈挿入中心静脈カテーテル刺入部,周囲,,,31005013R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,浸出液（末梢静脈挿入式中心静脈カテーテル刺入部周囲）,,R4003,,
0,31005014,0,0,0,0,0,0,4,0,T00,薬液漏れ（末梢静脈挿入式中心静脈カテーテル抜去部）,やくえきもれ（まっしょうじょうみゃくそうにゅうしきちゅうしんじょうみゃくかてーてるばっきょぶ）,機器装着・作動状態,末梢静脈挿入中心静脈カテーテル刺入部,,,,31005014R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,薬液漏れ（末梢静脈挿入式中心静脈カテーテル抜去部）,,R4003,,
0,31005015,0,0,0,99,8,0,0,1,T00,皮膚乾燥（放射線照射部位）,ひふかんそう（ほうしゃせんしょうしゃぶい）,乾燥,放射線照射部位,,,,31005015R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,皮膚乾燥（放射線照射部位）,,R4003,,
0,31005016,0,0,0,99,8,0,0,10,T00,皮膚乾燥（足底）,ひふかんそう（そくてい）,乾燥,足底,,,,31005016R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,皮膚乾燥（足底）,,R4003,,
0,31005017,0,0,0,99,8,0,0,10,T00,皮膚乾燥（右足底）,ひふかんそう（みぎそくてい）,乾燥,足底,右,,,31005017R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,皮膚乾燥（右足底）,,R4003,,
0,31005018,0,0,0,99,8,0,0,10,T00,皮膚乾燥（左足底）,ひふかんそう（ひだりそくてい）,乾燥,足底,左,,,31005018R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,皮膚乾燥（左足底）,,R4003,,
0,31005019,0,0,0,99,8,0,0,10,T00,皮膚乾燥（手掌）,ひふかんそう（しゅしょう）,乾燥,手掌,,,,31005019R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,皮膚乾燥（手掌）,,R4003,,
0,31005020,0,0,0,99,8,0,0,10,T00,皮膚乾燥（右手掌）,ひふかんそう（みぎしゅしょう）,乾燥,手掌,右,,,31005020R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,皮膚乾燥（右手掌）,,R4003,,
0,31005021,0,0,0,99,8,0,0,10,T00,皮膚乾燥（左手掌）,ひふかんそう（ひだりしゅしょう）,乾燥,手掌,左,,,31005021R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,皮膚乾燥（左手掌）,,R4003,,
0,31005022,1,0,0,0,2,0,0,1,T00,皮弁皮膚温,ひべんひふおん,体温,皮弁部,,,,31005022R,数値型,℃,99.9,,,,,,,,,,,,,,,,,,20161209,,皮弁皮膚温,U003,,,
0,31005023,0,0,0,0,2,0,0,1,T00,皮弁皮膚温周囲差,ひべんひふおんしゅういさ,体温,皮弁部,,周囲さ,,31005023R,列挙型,,同程度,高い,低い,,,,,,,,,,,,,,,,20161209,,皮弁皮膚温周囲差,,R7128,,
0,31005024,0,0,0,3,7,0,0,0,T00,ふらつき,ふらつき,歩行,,,,,31005024R,列挙型,,－,＋,,,,,,,,,,,,,,,,,20161209,,ふらつき,,R4001,,
0,31005025,0,0,0,99,8,0,0,1,T00,ざ瘡様皮疹,ざそうようひしん,湿疹,,,,,31005025R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,ざ瘡様皮疹,,R4003,,
0,31005026,0,0,0,99,8,0,0,1,T00,ざ瘡様皮疹部位,ざそうようひしんぶい,湿疹,,,部位,,31005026R,文字型,,コメント,,,,,,,,,,,,,,,,,,20161209,,ざ瘡様皮疹部位,,,,
0,31005027,0,0,0,0,8,0,0,1,T00,自壊創,じかいそう,創傷,自壊創,,,,31005027R,列挙型,,－,＋,,,,,,,,,,,,,,,,,20161209,,自壊創,,R4001,,
0,31005028,0,0,0,0,8,0,0,1,T00,自壊創範囲,じかいそうはんい,創傷,自壊創,,範囲,,31005028R,２数値型,縦cm:横cm,999.9,999.9,,,,,,,,,,,,,,,,,20161209,,自壊創範囲,U041,,,
0,31005029,0,0,0,0,8,0,0,1,T00,自壊創部位,じかいそうぶい,創傷,自壊創,,部位,,31005029R,文字型,,コメント,,,,,,,,,,,,,,,,,,20161209,,自壊創部位,,,,
0,31005030,0,0,0,0,8,0,0,1,T00,臭気（自壊創）,しゅうき（じかいそう）,皮膚性状,自壊創,,臭気,,31005030R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,臭気（自壊創）,,R4003,,
0,31005031,0,0,9,0,0,0,0,1,T00,浸出液（自壊創）,しんしゅつえき（じかいそう）,浸出液,自壊創,,,,31005031R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,浸出液（自壊創）,,R4003,,
0,31005032,0,0,9,0,0,0,0,1,T00,浸出液性状（自壊創）,しんしゅつえきせいじょう（じかいそう）,浸出液,自壊創,,性状,,31005032R,列挙型,,暗血性,血性,淡血性,淡淡血性,漿液性,膿性,,,,,,,,,,,,,20161209,,浸出液性状（自壊創）,,R7065,,
0,31005033,0,0,0,7,0,0,0,1,T00,出血（自壊創）,しゅっけつ（じかいそう）,出血,自壊創,,,,31005033R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,出血（自壊創）,,R4003,,
0,31005034,0,0,3,7,0,0,0,1,T00,出血量（自壊創）,しゅっけつりょう（じかいそう）,出血,自壊創,,量,,31005034R,数値型,g,999,,,,,,,,,,,,,,,,,,20161209,,出血量（自壊創）,U007,,,
0,31005035,0,0,0,1,0,0,0,1,T00,疼痛（自壊創）,とうつう（じかいそう）,疼痛,自壊創,,,,31005035R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,疼痛（自壊創）,,R4003,,
0,31005036,0,0,0,11,0,0,0,1,T00,腫脹（自壊創）,しゅちょう（じかいそう）,腫脹,自壊創,,,,31005036R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,腫脹（自壊創）,,R4003,,
0,31005037,0,0,0,11,0,0,0,0,T00,血腫（自壊創）,けっしゅ（じかいそう）,血腫,自壊創,,,,31005037R,列挙型,,－,＋,,,,,,,,,,,,,,,,,20161209,,血腫（自壊創）,,R4001,,
0,31005038,0,0,0,7,0,0,0,2,T00,出血（口唇）,しゅっけつ（こうしん）,出血,口唇,,,,31005038R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,出血（口唇）,,R4003,,
0,31005039,0,0,0,1,0,0,0,10,T00,疼痛（手指爪周囲）,とうつう（しゅしつめしゅうい）,疼痛,手指・爪周囲,,,,31005039R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,疼痛（手指爪周囲）,,R4003,,
0,31005040,0,0,0,1,0,0,0,10,T00,疼痛（右手指爪周囲）,とうつう（みぎしゅしつめしゅうい）,疼痛,手指・爪周囲,右,,,31005040R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,疼痛（右手指爪周囲）,,R4003,,
0,31005041,0,0,0,1,0,0,0,10,T00,疼痛（左手指爪周囲）,とうつう（ひだしゅしつめしゅうい）,疼痛,手指・爪周囲,左,,,31005041R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,疼痛（左手指爪周囲）,,R4003,,
0,31005042,0,0,0,1,0,0,0,10,T00,疼痛（右第一指爪周囲）,とうつう（みぎだいいっしつめしゅうい）,疼痛,第一指・爪周囲,右,,,31005042R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,疼痛（右第一指爪周囲）,,R4003,,
0,31005043,0,0,0,1,0,0,0,10,T00,疼痛（左第一指爪周囲）,とうつう（ひだりだいいっしつめしゅうい）,疼痛,第一指・爪周囲,左,,,31005043R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,疼痛（左第一指爪周囲）,,R4003,,
0,31005044,0,0,0,1,0,0,0,10,T00,疼痛（右第二指爪周囲）,とうつう（みぎだいにしつめしゅうい）,疼痛,第二指・爪周囲,右,,,31005044R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,疼痛（右第二指爪周囲）,,R4003,,
0,31005045,0,0,0,1,0,0,0,10,T00,疼痛（左第二指爪周囲）,とうつう（ひだりだいにしつめしゅうい）,疼痛,第二指・爪周囲,左,,,31005045R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,疼痛（左第二指爪周囲）,,R4003,,
0,31005046,0,0,0,1,0,0,0,10,T00,疼痛（右第三指爪周囲）,とうつう（みぎだいさんしつめしゅうい）,疼痛,第三指・爪周囲,右,,,31005046R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,疼痛（右第三指爪周囲）,,R4003,,
0,31005047,0,0,0,1,0,0,0,10,T00,疼痛（左第三指爪周囲）,とうつう（ひだりだいさんしつめしゅうい）,疼痛,第三指・爪周囲,左,,,31005047R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,疼痛（左第三指爪周囲）,,R4003,,
0,31005048,0,0,0,1,0,0,0,10,T00,疼痛（右第四指爪周囲）,とうつう（みぎだいよんしつめしゅうい）,疼痛,第四指・爪周囲,右,,,31005048R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,疼痛（右第四指爪周囲）,,R4003,,
0,31005049,0,0,0,1,0,0,0,10,T00,疼痛（左第四指爪周囲）,とうつう（ひだりだいよんしつめしゅうい）,疼痛,第四指・爪周囲,左,,,31005049R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,疼痛（左第四指爪周囲）,,R4003,,
0,31005050,0,0,0,1,0,0,0,10,T00,疼痛（右第五指爪周囲）,とうつう（みぎだいごしつめしゅうい）,疼痛,第五指・爪周囲,右,,,31005050R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,疼痛（右第五指爪周囲）,,R4003,,
0,31005051,0,0,0,1,0,0,0,10,T00,疼痛（左第五指爪周囲）,とうつう（ひだりだいごしつめしゅうい）,疼痛,第五指・爪周囲,左,,,31005051R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,疼痛（左第五指爪周囲）,,R4003,,
0,31005052,0,0,0,1,0,0,0,10,T00,疼痛（足趾爪周囲）,とうつう（そくしつめしゅうい）,疼痛,足趾・爪周囲,,,,31005052R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,疼痛（足趾爪周囲）,,R4003,,
0,31005053,0,0,0,1,0,0,0,10,T00,疼痛（右足趾爪周囲）,とうつう（みぎそくしつめしゅうい）,疼痛,足趾・爪周囲,右,,,31005053R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,疼痛（右足趾爪周囲）,,R4003,,
0,31005054,0,0,0,1,0,0,0,10,T00,疼痛（左足趾爪周囲）,とうつう（ひだりそくしつめしゅうい）,疼痛,足趾・爪周囲,左,,,31005054R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,疼痛（左足趾爪周囲）,,R4003,,
